	news_collected_time	news_title
30939	2015-03-14	Cyclone Pam: Aid agencies race to help Vanuatu victims
30940	2015-03-14	CIA funds found their way into Al Qaeda coffers
30941	2015-03-14	Part-time Ferguson mayor in full-time spotlight
30942	2015-03-14	Myanmar ferry capsizes: Why is this tragedy so common?
30943	2015-03-14	Walker and Bush at Each Other's Heels in New Hampshire, Literally
30944	2015-03-14	Salvage operation continues at Black Hawk helicopter crash site off Florida coast
30945	2015-03-14	Harvard beats Yale in Ivy League playoff
30946	2015-03-14	Kanye Refutes Obama: 'He's Called Our House Before, He Knows That'
30947	2015-03-14	Officials: Listeriosis not cause of 3 deaths, but factor
30948	2015-03-14	CIA Cash Ended Up in Coffers of Al Qaeda
30949	2015-03-14	Hillary Clinton set on Brooklyn HQ
30950	2015-03-14	Myanmar Ferry Capsizes; 34 Dead, Over a Dozen Missing
30951	2015-03-14	Election 2016: Scott Walker responds to flip-flopping accusations
30952	2015-03-14	'He Called Our House Before, He Knows That': Kanye West Contradicts ...
30953	2015-03-14	Tainted Blue Bell ice cream linked to 3 deaths at Kansas hospital
30954	2015-03-14	Kurds say Islamic State used chlorine as weapon in Iraq
30955	2015-03-14	'New York Times': CIA paid ransom to al-Qaeda
30956	2015-03-14	At least 33 dead when Myanmar ferry sinks
30957	2015-03-14	Bill and Hillary Both Make Statements on the Email Scandal. Guess Which One is Telling the Truth?
30958	2015-03-14	Israel election updates / Herzog: Netanyahu's disregard for housing crisis an 'unforgivable sin' - Israel election 2015 - Israel News
30959	2015-03-14	Family, Friends Mourn Young Wisconsin Man Shot by Police
30960	2015-03-14	It was risky as hell, but the crazy thing is that Hillary Clinton's home email server ...
30961	2015-03-14	Woman enters shower, emerges with newborn
30962	2015-03-14	Irresponsible GOP letter to Iran undermines U.S. security
30963	2015-03-14	Two days to elections, Netanyahu gripped by vertigo - Israel election 2015 - Israel News
30964	2015-03-14	Quick answers to double shooting elude police in Ferguson, Missouri
30965	2015-03-14	ISIS Used Chemical Weapons in Suicide Attack, Kurds Say
30966	2015-03-14	Myanmar ferry capsizes; 34 dead, over a dozen missing
30967	2015-03-14	Tony Robinson Shooting: 1000 Attend Funeral for Man Killed by Police
30968	2015-03-14	Gov. Scott Walker makes first public appearance at event in Concord
30969	2015-03-14	Brittany Young, 24, of Des Moines, Iowa. Source: AP
30970	2015-03-14	8 killed in Vanuatu cyclone: aid workers
30971	2015-03-14	After Ferguson shootings, how do police proceed without fear? (+video)
30972	2015-03-14	CIA cash ended up in coffers of Al Qaeda: NYT
30973	2015-03-14	Change will only come from outside Israel's political system - Israel election 2015 - Israel News
30974	2015-03-14	Iowa woman: Stomach pains led to surprise birth in shower
30975	2015-03-14	Nun, 70, gang raped in India, officials say
30976	2015-03-14	Kanye West: Obama Knows He Called the Home Phone
30977	2015-03-14	Tugboat sinks off NY's Fire Island; 1 dead, 3 rescued
30978	2015-03-14	Cyclone Pam death toll to 'increase significantly' in Vanuatu
30979	2015-03-14	Hundreds attend funeral for unarmed Wisconsin man shot by police
30980	2015-03-14	N, Hampshire: Walker draws contrast with Bush
30981	2015-03-14	At least 21 killed, 47 missing as vessel sinks off Myanmar's Kyaukphyu - Xinhua
30982	2015-03-14	Jimmy Kimmel quotes Obama: 'These are the meanest tweets you have?'
30983	2015-03-14	Family, Friends Mourn Young Wisconsin Man Shot by Police
30984	2015-03-14	Iraqi Kurds claim Islamic State group used chemical weapons
30985	2015-03-14	Wisconsin's Walker: Sons Ditching College for Fall Campaign
30986	2015-03-14	Preview: Celtics at Pacers
30987	2015-03-14	Share “Rescue of toddler who survived river crash...”
30988	2015-03-14	A St. Patrick's soaking: Rain can not keep revelers away
30989	2015-03-14	CIA cash helped replenish al-Qaida coffers, letters reveal
30990	2015-03-14	Netanyahu: Leftist election opponents tools of global conspiracy
30991	2015-03-14	Celtics 93, Pacers 89
30992	2015-03-14	Video: Rescuers save toddler from car wreck after 14 hours
30993	2015-03-14	Plane lands in Denver after blowing tire on take-off
30994	2015-03-14	Images: St. Patrick's Day celebrations
30995	2015-03-14	Aid heads for Vanuatu after devastating Pacific cyclone
30996	2015-03-14	Funeral Held for US Black Teen Shot by Police Officer
30997	2015-03-14	Dramatic video shows rescue of 18-month-old from car in Utah river
30998	2015-03-14	Kurds Claim Islamic State Used Chlorine Gas
30999	2015-03-14	NBA roundup: Celtics end Pacers' seven-game winning streak
31000	2015-03-14	Xavier holds off No. 23 Georgetown 65-63 in Big East semis
31001	2015-03-14	Tug sinks off New York's Long Island, one dead, three rescued
31002	2015-03-14	Tropical cyclone slams into Vanuatu, leaving death and destruction in its wake
31003	2015-03-14	Tony Ronbinson, Jr., Funeral Draws Hundreds In Wisconsin
31004	2015-03-14	Up to 51 Dead After Bus Crash in Southern Brazil
31005	2015-03-14	A Glimpse Into Osama Bin Laden's Final Days
31006	2015-03-14	White House warns Senate anew on Iran legislation
31007	2015-03-14	Iraqi Kurds say ISIS used chemical weapons against troops
31008	2015-03-14	Raw video: Body-cam footage of Utah toddler rescue
31009	2015-03-14	71-year-old nun gang-raped in West Bengal, minister blames ghar wapsi
31010	2015-03-15	Cyclone Pam Tears Through Vanuatu
31011	2015-03-15	Tears, hugs, call for peace as more than 1000 gather for Tony Robinson funeral
31012	2015-03-15	Obama Denounces Ferguson Police Shootings
31013	2015-03-15	Bus Plunges Off Cliff in Brazil, Killing Scores of Passengers
31014	2015-03-15	White House warns Senate anew on Iran legislation
31015	2015-03-15	UNC turnovers fuel Notre Dame rally for 90-82 win in ACC championship
31016	2015-03-15	Obama Joins in Jokefest at Washington Dinner
31017	2015-03-15	US Embassy in Saudi Arabia halts operations amid 'heightened security concerns'
31018	2015-03-15	Elderly nun gang raped trying to stop robbery in India, police say
31019	2015-03-15	Predators score twice in 3rd period, stun Kings 2-1
31020	2015-03-15	St. Patrick's Day parade turns Downtown into a green scene
31021	2015-03-15	Aid workers scramble to help Cyclone Pam victims in Vanuatu
31022	2015-03-15	Mourners pack Wisconsin funeral for man killed by police
31023	2015-03-15	Bus plunges into ravine in Brazil, killing at least 40
31024	2015-03-15	China Premier says won't be easy to grow economy by 7 pct in 2015
31025	2015-03-15	Nun gang-raped in West Bengal: Cops detain five people
31026	2015-03-15	Predators Score Twice in 3rd Period, Stun Kings 2-1
31027	2015-03-15	NFL notes: 49ers land RB Reggie Bush, OL Erik Pears
31028	2015-03-15	Vanuatu Struggles to Account for Cyclone Damage, Deaths
31029	2015-03-15	Putting your best foot forward on the St Patrick's Day Parade
31030	2015-03-15	Visitors: Funeral for Tony Robinson brings community together
31031	2015-03-15	US Embassy in Saudi Arabia on heightened security
31032	2015-03-15	Brazil police: Bus plunges into ravine, killing at least 40
31033	2015-03-15	71-yr-old nun raped, school chapel desecrated in West Bengal
31034	2015-03-15	United Arab party a surprise new force in Israeli election
31035	2015-03-15	China has plenty of room to maneuver policy: Premier Li
31036	2015-03-15	Iraqi Kurds claim Isis used chemical weapons
31037	2015-03-15	Nun in Her Mid-70s Allegedly Raped in India
31038	2015-03-15	UFC 185: Rafael Dos Anjos beats Anthony Pettis for lightweight title
31039	2015-03-15	Rivlin to encourage but not force unity government
31040	2015-03-15	Ferguson activists press ahead, undeterred by latest shooting
31041	2015-03-15	Bengal nun gangrape: Police detain five suspects, announce Rs 1L reward for ...
31042	2015-03-15	St. Patrick's Day Parade in downtown Holland
31043	2015-03-15	Obama jokes about Clinton's emails, Scott Walker, marijuana at Gridiron Club dinner
31044	2015-03-15	Tugboat sinks off NY's Fire Island; 1 dead, 3 rescued
31045	2015-03-15	Anthony Pettis loses his title belt
31046	2015-03-15	Aid heads for Vanuatu after devastating Pacific cyclone
31047	2015-03-15	Ferguson Activists Press Ahead, Undeterred By Latest Shooting
31048	2015-03-15	White House warns Republican senator his bill may harm Iran negotiations
31049	2015-03-15	Should the Secret Service Protect Candidates Online?
31050	2015-03-15	At least 49 dead in Brazil bus crash
31051	2015-03-15	Premier: China faces tough task to hit lower growth rate
31052	2015-03-15	Blasts in Christian area of Pakistani city kill at least 4 people
31053	2015-03-15	Chinese Premier Vows Tougher Regulation on Air Pollution
31054	2015-03-15	Obama cracks jokes about weed and Clinton email at Washington dinner
31055	2015-03-15	Pakistan Church Bombings: Twin Blasts Kill 10, Wound 55 in Lahore
31056	2015-03-15	Council races provide alter in Ferguson
31057	2015-03-15	Funeral in Wisconsin for 19-year-old fatally shot by police
31058	2015-03-15	Sheriff no more, 'St. Patrick' marches in Syracuse parade for 33rd year
31059	2015-03-15	Reports: 32 die after bus plunges off road in southern Brazil
31060	2015-03-15	Kerry Says Political Deal Possible 'In Days' At Iran Nuclear Talks
31061	2015-03-15	Iraqi Kurds say Islamic State used chlorine gas against them
31062	2015-03-15	Gridiron Club dinner 2015: 10 of the best jokes by Obama, other speakers
31063	2015-03-15	14 Killed, 70 Wounded in Suicide Attacks on 2 Christian Churches in Pakistan
31064	2015-03-15	First aid reaches Vanuatu islands ravaged by Cyclone Pam
31065	2015-03-15	2 Arrested as Ferguson Protests Move to St Louis
31066	2015-03-15	Hundreds attend funeral for Wisconsin man shot by police
31067	2015-03-15	Obama White House steps up pressure on Republicans over Iran
31068	2015-03-15	US, Iran in new nuclear talks as tempers fray
31069	2015-03-15	Iraqi Kurds say Islamic State used chlorine gas against them
31070	2015-03-15	What's Next For Ferguson?
31071	2015-03-15	AP News Obama White Residence steps up stress on Republicans over Iran
31072	2015-03-15	14 dead in twin blasts outside Pakistan church, officials say
31073	2015-03-15	Thomas: Hillary Clinton's matter of convenience
31074	2015-03-15	At least 40 people dead as bus plunges off cliff in Brazil
31075	2015-03-15	Could Strong Dollar, Weak Euro Be the Catalyst for Fed Interest Rate Hike?
31076	2015-03-15	Kerry hopes Iran nuclear deal 'possible' in coming days
31077	2015-03-15	SMN Weekly – Bristol Palin Announces Engagement to Medal of Honor Recipient Marine
31078	2015-03-15	How to help those in Vanuatu
31079	2015-03-15	Nun gang-raped in West Bengal: Governor seeks public help to arrest culprits
31080	2015-03-15	Chemical threat: Iraqi Kurds say IS used chlorine gas against them
31081	2015-03-15	Twin blasts at churches in Lahore kill 14, wound 78
31082	2015-03-15	Hillary's meritocracy problem: The GOP will paint her as an elitist — and the right ...
31083	2015-03-15	Netanyahu Legacy on the Line in Israeli Vote
31084	2015-03-15	Slain Philadelphia officer 'redefined what valor means'
31085	2015-03-15	Bieber is the butt of the joke, says sorry at comedy roast
31086	2015-03-15	US, Iran in new nuclear talks as tempers fray
31087	2015-03-15	Higher Death Toll Feared in Vanuatu in Wake of Tropical Cyclone Pam
31088	2015-03-15	Twin bombings at churches in Pakistan kill 14, wound 78
31089	2015-03-15	Clinton Email Controversy Gives 2016 Race Its First Dose Of High Anxiety
31090	2015-03-15	Benjamin Netanyahu gaffe on Gaza disengagement causes uproar
31091	2015-03-15	Slain Philadelphia officer 'redefined what valor means'
31092	2015-03-15	National Geographic's top picks for St. Patrick's Day around the world
31093	2015-03-15	From Volcanoes to Snorkeling, a Snapshot of Vanuatu
31094	2015-03-15	SA cabinet minister Collins Chabane killed in car crash
31095	2015-03-15	ISIS using chemical weapons, Iraqi Kurds charge
31096	2015-03-15	Oklahoma isn't alone in race-related fraternity incidents
31097	2015-03-15	Undoing Netanyahu's Damage to US-Israel Relations
31098	2015-03-15	Planes Collide in Fiery Crash During Practice for Malaysia Air Show
31099	2015-03-15	Suicide Attacks on Churches in Pakistan Kill at Least 12
31100	2015-03-15	Iraqi Kurds say Islamic State used chlorine gas against them
31101	2015-03-15	White House warns Senate on Iran measure
31102	2015-03-15	List of fraternity and sorority incidents at colleges and universities involving race
31103	2015-03-15	Netanyahu, Lagging in Polls, Offers Finance Ministry to Rival
31104	2015-03-15	UK Budget and Fed rate decision provide focus for data watchers
31105	2015-03-15	2 Indonesia planes crash at air show practice; pilots safe
31106	2015-03-15	Oklahoma isn't alone in race-related fraternity incidents
31107	2015-03-15	Brazil Tour Bus Crash Kills at Least 49
31108	2015-03-15	Obama Jokes About Hillary's E-Mail Problems At DC Dinner
31109	2015-03-15	Aid teams find 'widespread destruction' on arrival in Vanuatu
31110	2015-03-15	2 Indonesia planes crash at air show practice
31111	2015-03-15	Iraqi Kurds say Islamic State used chlorine gas against them
31112	2015-03-15	South African minister who planned Mandela funeral killed in car crash
31113	2015-03-15	Faces Of India Nun Gang-Rape Suspects On CCTV
31114	2015-03-15	Pacific nation devastated by historic Cyclone Pam
31115	2015-03-15	Two Indonesian stunt planes crash in Malaysia
31116	2015-03-15	Who will be Israel's next premier? Surprises to expect post-election day - Israel election 2015 - Israel News
31117	2015-03-15	Russian forces helped ousted Yanukovych flee Ukraine: Putin
31118	2015-03-15	U.S. Pressing Assad to Negotiate End to War, Kerry Says
31119	2015-03-15	Nun gangrape: Congress, BJP condemn rape of nun in WB
31120	2015-03-15	Two Planes in Fiery Crash at Malaysian Airshow
31121	2015-03-15	Putin: US masterminds behind Ukraine coup, helped train radicals
31122	2015-03-15	GOP threatens AG vote over alleged abortion rider in bill
31123	2015-03-15	Iran nuclear talks: White House warns Congress to stand down
31124	2015-03-15	Bus Plummets Into Ravine in Brazil's Santa Catarina, Killing 49
31125	2015-03-15	Islamic State suffers serious reversals in northern Iraq
31126	2015-03-15	Kerry: US will have to negotiate with Assad
31127	2015-03-15	Obama Deputy Warns Senate Against Undermining Iran Nuclear Talks
31128	2015-03-15	Bomb Blasts Near Pakistani Church Kill At Least 13
31129	2015-03-15	Where is Vladimir Putin? Russia's President has been awol for 10 days and the rumour mill is in overdrive
31130	2015-03-15	McConnell: No Lynch vote unless Democrats relent on bill
31131	2015-03-15	Robert Durst Arrested in New Orleans
31132	2015-03-15	Syria conflict: We have to talk to Assad, admits Kerry
31133	2015-03-15	Three British teenagers arrested trying to join ISIS
31134	2015-03-15	Australian woman fears for husband caught in massive cyclone in Vanuatu
31135	2015-03-15	Republicans Feeling Heat Over Iran Letter Express Regrets
31136	2015-03-15	McConnell Says He'll Delay Loretta Lynch Confirmation Until Senate Votes On Bill With Anti-Abortion Languge
31137	2015-03-15	Robert Durst, Subject of HBO Documentary on Unsolved Killings, Is Arrested
31138	2015-03-15	Top US Republican lawmaker to launch new investigation of Clinton emails: ABC
31139	2015-03-15	Vladimir Putin vanishes amid power base tensions
31140	2015-03-15	President Obama jokes about Hillary Clinton's email problems
31141	2015-03-15	Iraqi Kurds say ISIS used chlorine gas against them - Middle East - Israel News
31142	2015-03-15	"Sen. Tom Cotton has ""no regrets at all"" over GOP letter to Iran"
31143	2015-03-15	Vanuatu death toll from Cyclone Pam rises as aid workers arrive
31144	2015-03-15	Floating voters could swing Israel's upcoming election
31145	2015-03-15	Officials: 3 British Teens Deported by Turkey
31146	2015-03-15	Gowdy denies Benghazi panel created to thwart Hillary Clinton's 2016 bid
31147	2015-03-15	'A long 11 minutes': how Ferguson police reacted to the shooting of two officers
31148	2015-03-15	Hillary Clinton Emails: John Boehner Expected to Announce New House ...
31149	2015-03-15	Mideast Concerned by Iran's Growing Influence in Region
31150	2015-03-15	Cyclone Pam: Cornwall charity Shelterbox prepares aid for Vanuatu
31151	2015-03-15	Robert Durst, subject of HBO documentary, arrested in LA writer's slaying
31152	2015-03-15	Christians riot in Pakistan after attacks targeting churches kill 14
31153	2015-03-15	John Kerry: US must eventually negotiate with Assad
31154	2015-03-15	Police: British teens face terror charges after being detained en route to Syria
31155	2015-03-15	Robert Durst arrested in New Orleans on murder charge
31156	2015-03-15	Cyclone-hit Vanuatu struggles to account for damage, deaths
31157	2015-03-15	GOP Senators' Letter to Iran Was an Enormous Mistake
31158	2015-03-15	'Crimea has returned to its historical homeland' says PM
31159	2015-03-15	Watch the dramatic moment two acrobatic planes collide mid-air before the pilots parachute to safety
31160	2015-03-15	Kerry: US will have to negotiate with Syria's Assad
31161	2015-03-15	Millionaire Robert Durst arrested in New Orleans on Saturday
31162	2015-03-15	Why Hillary Clinton will be the next President
31163	2015-03-15	Cyclone Pam Blows Away Villages on Vanuatu Island
31164	2015-03-15	Key Players in March 17 Israeli Parliamentary Election
31165	2015-03-15	Republicans threaten to delay Lynch confirmation vote again
31166	2015-03-15	Ukraine creditors form bloc to negotiate bond restructuring
31167	2015-03-15	At Gridiron Club Dinner, Obama, McAuliffe, Walker aim zingers at Hillary Clinton
31168	2015-03-15	As oil deal with Baghdad threatens to unravel, Kurdistan must decide is oil to ...
31169	2015-03-15	Police make arrest in Ferguson shootings
31170	2015-03-15	McConnell suggests Senate will delay Lynch's AG vote until Dems pass anti-human trafficking bill
31171	2015-03-15	Why Hillary Clinton Will Be the Next President
31172	2015-03-15	Death toll varies as officials struggle to assess Cyclone Pam's damage
31173	2015-03-15	US Senate leader: Obama on verge of 'very bad deal' with Iran
31174	2015-03-15	Ferguson: Arrest made in connection with shooting of two police officers
31175	2015-03-15	Who is Robert Durst? From real estate mogul to murder suspect
31176	2015-03-15	Key issues in Israel's parliamentary election
31177	2015-03-15	Live Updates: Vanuatu devastated, Cyclone Pam bears down on NZ
31178	2015-03-15	Kerry asserts obstacles to Iran nuke pact mostly 'political'
31179	2015-03-15	UK teens suspected of trying to join IS arrested in London
31180	2015-03-15	Man Charged in Ferguson Shooting That Injured 2 Police Officers
31181	2015-03-15	The Jinx: HBO's Twisted, Compelling Answer to Serial
31182	2015-03-15	McConnell: Attorney general nomination could be delayed
31183	2015-03-15	Pope Francis condemns Pakistan church attacks
31184	2015-03-15	McCain standing by decision to sign Iran letter
31185	2015-03-15	Police: Public info led to arrest of man in Ferguson shootings of two officers
31186	2015-03-15	Cyclone devastates the island nation of Vanuatu
31187	2015-03-15	Indonesian Aerobatic Planes Crash in Malaysia, Pilots Safe
31188	2015-03-15	54 dead as bus plunges off cliff
31189	2015-03-15	Family worried by skipper's silence after cyclone
31190	2015-03-15	Iraqi militia loyal to radical cleric joins Tikrit offensive
31191	2015-03-15	Bus plunges off cliff in Brazil, 54 killed
31192	2015-03-15	Turkey sends teenagers back to UK after Syria attempt
31193	2015-03-15	HBO credits 'Jinx' producers for reigniting interest in Robert Durst
31194	2015-03-15	Boehner to announce investigation for Clinton emails: report
31195	2015-03-15	Prevent 'left-wing' government, Netanyahu tells campaign rally
31196	2015-03-15	Suicide bombers kill 15 people outside Pakistani churches
31197	2015-03-15	Live updates: Aid agencies call for extra help in 'devastated' Vanuatu
31198	2015-03-15	Vladimir Putin: Russian leader is 'getting treatment for back pain from Austrian doctor' as speculation about disappearance mounts
31199	2015-03-15	'Dilma, Out!': Nearly 1 Million Brazilians Protest President Rousseff, Economic Woes
31200	2015-03-15	More Than 40 Dead After Bus Plunges Off Cliff in Brazil
31201	2015-03-15	McConnell vows: no vote on attorney general until abortion flap solved
31202	2015-03-15	Israel elections: Netanyahu claims foreign money is being channelled to help the left-wing Zionist Union beat him
31203	2015-03-15	Tropical Cyclone Pam: Death toll may rise after worst natural disaster in 'living memory'
31204	2015-03-15	Over 1 million Brazilians protest Rousseff, economy, corruption
31205	2015-03-15	Bieber Is The Butt Of The Joke, Says Sorry At Comedy Roast « CBS Los Angeles
31206	2015-03-15	Suspect Arrested in Shooting of 2 Officers in Ferguson, Police Say
31207	2015-03-15	Robert Durst murder case aided by HBO documentary
31208	2015-03-15	Austrian doc treating Putin for back problems: Report
31209	2015-03-15	South Boston's St. Patrick's Day Parade Filled With Spirit
31210	2015-03-15	Behind Bulletproof Glass, Netanyahu Addresses Right-Wing Rally in Last-Ditch Bid to Win Over Voters
31211	2015-03-15	Big protests in Brazil demand President Rousseff's impeachment
31212	2015-03-15	Senate Vote on Nomination of Loretta Lynch as Attorney General Faces New Delay
31213	2015-03-15	Vladimir Putin not seen in public for more than a week; rumours popping up
31214	2015-03-15	Vanuatu 'pretty grim' after Cyclone Pam 16/03/2015
31215	2015-03-15	UPDATE 2-Gay rainbow banners make debut at Boston St Paddy's parade
31216	2015-03-15	Breaking down the NCAA tournament field
31217	2015-03-15	Benjamin Netanyahu makes impassioned last-minute plea to Right-wing voters
31218	2015-03-15	NCAA tournament: Kentucky is top overall seed
31219	2015-03-15	Russian President Vladimir Putin mulled putting nuclear forces 'on alert' over Crimea
31220	2015-03-15	First aid teams reach Vanuatu, find widespread devastation after cyclone
31221	2015-03-15	Detroit-area man who walked 21 miles to work gets new apartment
31222	2015-03-15	Police Charge Man in Shootings of Two Officers in Ferguson, Mo.
31223	2015-03-15	HBO, Douglas Durst Releases Statements About Robert Durst's Arrest Ahead of ...
31224	2015-03-15	GOP Lawmaker: Legal Action Possible to Obtain Clinton Email Server
31225	2015-03-15	Vladimir Putin missing: Rumours suggest president has flu and is lying low at Valdai outside Moscow
31226	2015-03-15	Boston breaks seasonal snowfall record with 108.6 inches
31227	2015-03-15	Man who walked miles to work gets new suburban apartment
31228	2015-03-15	Gay groups march at last in St. Patrick's Day parade
31229	2015-03-15	March Madness: Welcome to a Different Kind of Bracket
31230	2015-03-15	Clinton camp issues clarification on deleted emails, claims 'every' message was ...
31231	2015-03-15	Cyclone Pam: Vanuatu rescue effort as bodies picked up after monster storm
31232	2015-03-15	Boston breaks seasonal snowfall record with 108.6 inches
31233	2015-03-15	UPDATE 1-Over 1 million Brazilians protest Rousseff, economy, corruption
31234	2015-03-15	Peril and guarantee of Clinton candidacy each on show in run-up to 2016 campaign's launch
31235	2015-03-15	Police arrest Missouri man, 20, in shooting of two officers in Ferguson
31236	2015-03-15	Armour: Here is how Kentucky will win national title
31237	2015-03-15	In Nationwide Protests, Angry Brazilians Call for Ouster of President
31238	2015-03-15	Boston snowfall breaks city's all-time record
31239	2015-03-15	Netanyahu warns supporters he may lose in Tuesday's election
31240	2015-03-15	Basketball | ODU men receive a No.1 seed in the NIT
31241	2015-03-15	Saddam's tomb suffers extensive damage in Iraq fighting
31242	2015-03-15	Churches bombed in Lahore; 15 killed
31243	2015-03-15	NCAA tournament committee gets the top seeds right
31244	2015-03-15	Vanuatu president: Storm-wrecked country must 'start over'
31245	2015-03-15	Carville: Potential 2016 Clinton challengers wasting their time
31246	2015-03-15	Protesters Across Brazil Demonstrate Against President on Sunday
31247	2015-03-15	Sunday's snow makes this winter snowiest ever on record for Bost - Boston News, Weather, Sports
31248	2015-03-15	Netanyahu at Tel Aviv rally: There is a real danger a left-wing government will rise to power - National - Israel News
31249	2015-03-15	Subject of HBO documentary arrested; Clues in film's finale?
31250	2015-03-15	Villanova honored by No. 1 seed, but knows it has to earn it
31251	2015-03-15	Ukraine conflict: Vladimir Putin 'was ready for nuclear alert'
31252	2015-03-15	Cyclone Pam: Vanuatu president Baldwin Lonsdale breaks down while describing devastation
31253	2015-03-15	Rightist rally proves: Likud turned from party of the masses to party of settlers - Israel election 2015 - Israel News
31254	2015-03-15	Boston breaks seasonal snowfall record with 108.6 inches
31255	2015-03-15	Bieber insulted, jeered at show
31256	2015-03-15	Robert Durst Arrested in New Orleans on LA Murder Probe Warrant
31257	2015-03-15	Kentucky and Duke got NCAA tournament cakewalks
31258	2015-03-15	Vanuatu president speaks of devastation from Cyclone Pam
31259	2015-03-15	Boston snowfall breaks city's all-time record
31260	2015-03-15	Bieber is butt of joke at roast, apologizes for antics
31261	2015-03-15	Taliban bombers kill 15 at two Lahore churches
31262	2015-03-15	"'Walking Dead's' Latest Fatality: Savage Death Will ""Rock"" Glenn"
31263	2015-03-15	African-American man charged in Ferguson police shooting
31264	2015-03-15	Bracket Guru: Kentucky is easy pick what about the rest?
31265	2015-03-15	Boston gets most winter snow in its recorded history 108.6 inches
31266	2015-03-15	Fiery Ted Cruz confuses a little girl, snubs a goat in New Hampshire
31267	2015-03-15	Brazil protesters demand president's impeachment
31268	2015-03-15	The 5 most shocking moments in Sunday's violent 'The Walking Dead'
31269	2015-03-15	'There It Is. You're Caught.' The Jinx Gets Its Man
31270	2015-03-15	Ferguson Protesters Say They Don't Know Jeffrey Williams
31271	2015-03-15	Russia's Vladimir Putin dead? CIA source says no, Putin has had the flu: report
31272	2015-03-15	Report: Valerie Jarrett orchestrated Hillary Clinton email leak
31273	2015-03-15	Cruz: Lift all contribution limits on campaign cash
31274	2015-03-15	Kentucky Wildcats the overwhelming favorites in NCAA Tournament
31275	2015-03-15	The Walking Dead Recap: Paradise Lost?
31276	2015-03-15	So What if Robert Durst Said He Killed Them All?
31277	2015-03-15	John Kerry asserts obstacles to Iran nuke pact mostly 'political'
31278	2015-03-15	Clinton email probe likely
31279	2015-03-15	Boston Breaks Its Seasonal Snowfall Record With 108.6 Inches
31280	2015-03-15	Isola: Calipari building an empire at Kentucky
31281	2015-03-15	Ted Cruz Wants To Lift All Limits On Campaign Contributions
31282	2015-03-15	'Go to Cuba': Huge protests in Brazil call for exit of leftist President Dilma Rousseff
31283	2015-03-16	Eccentric Durst arrested, says on tape, 'killed them all'
31284	2015-03-16	Mass protests present big challenge to Brazil's Rousseff
31285	2015-03-16	Vanuatu leader says 'monster' cyclone has 'wiped out' development on South Pacific island
31286	2015-03-16	Sen. Ted Cruz kicks off NH visit with speech in Barrington
31287	2015-03-16	Israel election updates / Lieberman: I'll recommend myself as prime minister
31288	2015-03-16	The Walking Dead Recap: This Is the Beginning
31289	2015-03-16	Clinton camp issues clarification on deleted emails, claims 'every' message was ...
31290	2015-03-16	Gay rainbow banners make debut at Boston St Paddy's parade
31291	2015-03-16	Boston Sets Snowfall Record
31292	2015-03-16	Aid Agencies Struggle to Reach Affected in Vanuatu After 'Monster' Cyclone Pam
31293	2015-03-16	Mass Protests Present Big Challenge to Brazil's Rousseff
31294	2015-03-16	Benjamin Netanyahu claims 'worldwide' conspiracy trying to unseat him in last ...
31295	2015-03-16	NCAA tournament preview: South Region
31296	2015-03-16	When Real Time Justice And Plotline Collided, The Creators Of 'The Jinx' Had To Make A Sacrifice
31297	2015-03-16	Man, 20, Accused of Shooting Officers at Ferguson Protest
31298	2015-03-16	Bracket breakdown: Kentucky's title to lose
31299	2015-03-16	'Monster' Cyclone Hits Vanuatu
31300	2015-03-16	Mass protests present big challenge to Brazil's Rousseff
31301	2015-03-16	Lahore Church Blasts: Taliban bombers blew up on entrance; security prevented higher death toll
31302	2015-03-16	Man, 20, accused of shooting officers at Ferguson protest
31303	2015-03-16	New York real estate baron Durst arrested on LA murder warrant
31304	2015-03-16	Vanuatu President Says Nation Must Start Anew After Cyclone
31305	2015-03-16	Cruz to NH Crowd: Don't Limit Campaign Cash
31306	2015-03-16	NCAA tournament preview: Midwest Region
31307	2015-03-16	One million Brazilians march calling for President Rousseff to go
31308	2015-03-16	LAPD searches for two suspects in shooting of officers in South L.A.
31309	2015-03-16	Wealthy eccentric says in HBO finale he 'killed them all'
31310	2015-03-16	Man, 20, accused of shooting officers at Ferguson protest
31311	2015-03-16	Mass protests in Brazil demand impeachment of president, end to corruption
31312	2015-03-16	One of these politicians will come out on top in Israel's election. But which one will dare to mention Palestine?
31313	2015-03-16	Wealthy topic of documentary is arrested in 2000 slaying
31314	2015-03-16	Russia was ready for nuclear confrontation over Crimea, Putin says in documentary
31315	2015-03-16	Cyclone Pam leaves shattered homes and livelihoods in Vanuatu
31316	2015-03-16	Pakistan Mourns for Victims of Deadly Taliban Church Attacks
31317	2015-03-16	Cruz wants end to limits on campaign donations
31318	2015-03-16	Manhunt after two police officers shot in Los Angeles
31319	2015-03-16	Putin, speaking in film, says Russia saved life of Ukraine ex-leader agency
31320	2015-03-16	Security stopped Taliban bombers on church gate; higher life loss averted in Lahore
31321	2015-03-16	Clinton's expected campaign brings display of peril, promise
31322	2015-03-16	1 000s march calling for Brazil president to resign
31323	2015-03-16	US, Iran Press for Nuke Pact; Lesser Announcement on Table?
31324	2015-03-16	Suspect charged in shooting of Ferguson policemen
31325	2015-03-16	Iran, United States resume nuclear talks in Lausanne
31326	2015-03-16	Texas' Ted Cruz banking on his state's attitudes marry with rural voters' priorities
